STORE,ZONE_ID,NAME,CURRENCY_CODE
6729,8,UK Express,GBP
6730,8,UK Express,GBP
6733,8,UK Express,GBP
6734,8,UK Express,GBP
6735,8,UK Express,GBP
6736,8,UK Express,GBP
6737,8,UK Express,GBP
6738,8,UK Express,GBP
6739,8,UK Express,GBP
6740,8,UK Express,GBP
6741,8,UK Express,GBP
6742,8,UK Express,GBP
6743,8,UK Express,GBP
6744,8,UK Express,GBP
6745,8,UK Express,GBP
6746,8,UK Express,GBP
6747,8,UK Express,GBP
6748,8,UK Express,GBP
6749,8,UK Express,GBP
6750,8,UK Express,GBP
6752,8,UK Express,GBP
6753,8,UK Express,GBP
6754,8,UK Express,GBP
6756,8,UK Express,GBP
6757,8,UK Express,GBP
6758,8,UK Express,GBP
6761,8,UK Express,GBP
6762,8,UK Express,GBP
6763,8,UK Express,GBP
6764,8,UK Express,GBP
6765,8,UK Express,GBP
6766,8,UK Express,GBP
6767,8,UK Express,GBP
6772,8,UK Express,GBP
6773,8,UK Express,GBP
6774,8,UK Express,GBP
6775,8,UK Express,GBP
6776,8,UK Express,GBP
6777,8,UK Express,GBP
6778,8,UK Express,GBP
6779,8,UK Express,GBP
6780,8,UK Express,GBP
6782,8,UK Express,GBP
6784,8,UK Express,GBP
6787,8,UK Express,GBP
6788,8,UK Express,GBP
6789,8,UK Express,GBP
6790,8,UK Express,GBP
6791,8,UK Express,GBP
6792,8,UK Express,GBP
6793,8,UK Express,GBP
6794,8,UK Express,GBP
6795,8,UK Express,GBP
6798,8,UK Express,GBP
6799,8,UK Express,GBP
6801,8,UK Express,GBP
6802,8,UK Express,GBP
6804,8,UK Express,GBP
6805,8,UK Express,GBP
6806,8,UK Express,GBP
6807,8,UK Express,GBP
6809,8,UK Express,GBP
6811,8,UK Express,GBP
6812,8,UK Express,GBP
6813,8,UK Express,GBP
6819,8,UK Express,GBP
6830,8,UK Express,GBP
6836,8,UK Express,GBP
6837,8,UK Express,GBP
6842,8,UK Express,GBP
6848,8,UK Express,GBP
6852,8,UK Express,GBP
6853,8,UK Express,GBP
6858,8,UK Express,GBP
6947,8,UK Express,GBP
6972,8,UK Express,GBP
6976,8,UK Express,GBP
6981,8,UK Express,GBP
6985,8,UK Express,GBP
2007,9,Scottish Superstores&Extras,GBP
2040,9,Scottish Superstores&Extras,GBP
2042,9,Scottish Superstores&Extras,GBP
2045,9,Scottish Superstores&Extras,GBP
2046,9,Scottish Superstores&Extras,GBP
2060,9,Scottish Superstores&Extras,GBP
2061,9,Scottish Superstores&Extras,GBP
2067,9,Scottish Superstores&Extras,GBP
2165,9,Scottish Superstores&Extras,GBP
2235,9,Scottish Superstores&Extras,GBP
2340,9,Scottish Superstores&Extras,GBP
2358,9,Scottish Superstores&Extras,GBP
2361,9,Scottish Superstores&Extras,GBP
2362,9,Scottish Superstores&Extras,GBP
2375,9,Scottish Superstores&Extras,GBP
2387,9,Scottish Superstores&Extras,GBP
2388,9,Scottish Superstores&Extras,GBP
2389,9,Scottish Superstores&Extras,GBP
2397,9,Scottish Superstores&Extras,GBP
2405,9,Scottish Superstores&Extras,GBP
2429,9,Scottish Superstores&Extras,GBP
2430,9,Scottish Superstores&Extras,GBP
2434,9,Scottish Superstores&Extras,GBP
2435,9,Scottish Superstores&Extras,GBP
2437,9,Scottish Superstores&Extras,GBP
2453,9,Scottish Superstores&Extras,GBP
2458,9,Scottish Superstores&Extras,GBP
2461,9,Scottish Superstores&Extras,GBP
2489,9,Scottish Superstores&Extras,GBP
2533,9,Scottish Superstores&Extras,GBP
2542,9,Scottish Superstores&Extras,GBP
2549,9,Scottish Superstores&Extras,GBP
2550,9,Scottish Superstores&Extras,GBP
2557,9,Scottish Superstores&Extras,GBP
2576,9,Scottish Superstores&Extras,GBP
2582,9,Scottish Superstores&Extras,GBP
2587,9,Scottish Superstores&Extras,GBP
2589,9,Scottish Superstores&Extras,GBP
2591,9,Scottish Superstores&Extras,GBP
2607,9,Scottish Superstores&Extras,GBP
2662,9,Scottish Superstores&Extras,GBP
2734,9,Scottish Superstores&Extras,GBP
2736,9,Scottish Superstores&Extras,GBP
2737,9,Scottish Superstores&Extras,GBP
2742,9,Scottish Superstores&Extras,GBP
2756,9,Scottish Superstores&Extras,GBP
2792,9,Scottish Superstores&Extras,GBP
2794,9,Scottish Superstores&Extras,GBP
2796,9,Scottish Superstores&Extras,GBP
2801,9,Scottish Superstores&Extras,GBP
2837,9,Scottish Superstores&Extras,GBP
2907,9,Scottish Superstores&Extras,GBP
2989,9,Scottish Superstores&Extras,GBP
3004,9,Scottish Superstores&Extras,GBP
3005,9,Scottish Superstores&Extras,GBP
3008,9,Scottish Superstores&Extras,GBP
3018,9,Scottish Superstores&Extras,GBP
3113,9,Scottish Superstores&Extras,GBP
3146,9,Scottish Superstores&Extras,GBP
3196,9,Scottish Superstores&Extras,GBP
3208,9,Scottish Superstores&Extras,GBP
3214,9,Scottish Superstores&Extras,GBP
3237,9,Scottish Superstores&Extras,GBP
3701,9,Scottish Superstores&Extras,GBP
3743,9,Scottish Superstores&Extras,GBP
3760,9,Scottish Superstores&Extras,GBP
3763,9,Scottish Superstores&Extras,GBP
3773,9,Scottish Superstores&Extras,GBP
3791,9,Scottish Superstores&Extras,GBP
3794,9,Scottish Superstores&Extras,GBP
3796,9,Scottish Superstores&Extras,GBP
3798,9,Scottish Superstores&Extras,GBP
3861,9,Scottish Superstores&Extras,GBP
3866,9,Scottish Superstores&Extras,GBP
3910,9,Scottish Superstores&Extras,GBP
3918,9,Scottish Superstores&Extras,GBP
3928,9,Scottish Superstores&Extras,GBP
4008,9,Scottish Superstores&Extras,GBP
4011,9,Scottish Superstores&Extras,GBP
4013,9,Scottish Superstores&Extras,GBP
4016,9,Scottish Superstores&Extras,GBP
4019,9,Scottish Superstores&Extras,GBP
4020,9,Scottish Superstores&Extras,GBP
4038,9,Scottish Superstores&Extras,GBP
4039,9,Scottish Superstores&Extras,GBP
4047,9,Scottish Superstores&Extras,GBP
4056,9,Scottish Superstores&Extras,GBP
4066,9,Scottish Superstores&Extras,GBP
4079,9,Scottish Superstores&Extras,GBP
4084,9,Scottish Superstores&Extras,GBP
4085,9,Scottish Superstores&Extras,GBP
4094,9,Scottish Superstores&Extras,GBP
4101,9,Scottish Superstores&Extras,GBP
4117,9,Scottish Superstores&Extras,GBP
4124,9,Scottish Superstores&Extras,GBP
4126,9,Scottish Superstores&Extras,GBP
4127,9,Scottish Superstores&Extras,GBP
4130,9,Scottish Superstores&Extras,GBP
4143,9,Scottish Superstores&Extras,GBP
4148,9,Scottish Superstores&Extras,GBP
4150,9,Scottish Superstores&Extras,GBP
4154,9,Scottish Superstores&Extras,GBP
4166,9,Scottish Superstores&Extras,GBP
4167,9,Scottish Superstores&Extras,GBP
4170,9,Scottish Superstores&Extras,GBP
4178,9,Scottish Superstores&Extras,GBP
4179,9,Scottish Superstores&Extras,GBP
4181,9,Scottish Superstores&Extras,GBP
4182,9,Scottish Superstores&Extras,GBP
4187,9,Scottish Superstores&Extras,GBP
4192,9,Scottish Superstores&Extras,GBP
4199,9,Scottish Superstores&Extras,GBP
4207,9,Scottish Superstores&Extras,GBP
4208,9,Scottish Superstores&Extras,GBP
4212,9,Scottish Superstores&Extras,GBP
4219,9,Scottish Superstores&Extras,GBP
4220,9,Scottish Superstores&Extras,GBP
4222,9,Scottish Superstores&Extras,GBP
4243,9,Scottish Superstores&Extras,GBP
4339,9,Scottish Superstores&Extras,GBP
5030,9,Scottish Superstores&Extras,GBP
5126,9,Scottish Superstores&Extras,GBP
5133,9,Scottish Superstores&Extras,GBP
5134,9,Scottish Superstores&Extras,GBP
5171,9,Scottish Superstores&Extras,GBP
5181,9,Scottish Superstores&Extras,GBP
5231,9,Scottish Superstores&Extras,GBP
5289,9,Scottish Superstores&Extras,GBP
5290,9,Scottish Superstores&Extras,GBP
5293,9,Scottish Superstores&Extras,GBP
5300,9,Scottish Superstores&Extras,GBP
5305,9,Scottish Superstores&Extras,GBP
5307,9,Scottish Superstores&Extras,GBP
5330,9,Scottish Superstores&Extras,GBP
5336,9,Scottish Superstores&Extras,GBP
5441,9,Scottish Superstores&Extras,GBP
5454,9,Scottish Superstores&Extras,GBP
5466,9,Scottish Superstores&Extras,GBP
5473,9,Scottish Superstores&Extras,GBP
5491,9,Scottish Superstores&Extras,GBP
5586,9,Scottish Superstores&Extras,GBP
5743,9,Scottish Superstores&Extras,GBP
5745,9,Scottish Superstores&Extras,GBP
5757,9,Scottish Superstores&Extras,GBP
5760,9,Scottish Superstores&Extras,GBP
5762,9,Scottish Superstores&Extras,GBP
5763,9,Scottish Superstores&Extras,GBP
5769,9,Scottish Superstores&Extras,GBP
5786,9,Scottish Superstores&Extras,GBP
5864,9,Scottish Superstores&Extras,GBP
5968,9,Scottish Superstores&Extras,GBP
5969,9,Scottish Superstores&Extras,GBP
5974,9,Scottish Superstores&Extras,GBP
5977,9,Scottish Superstores&Extras,GBP
6003,9,Scottish Superstores&Extras,GBP
6052,9,Scottish Superstores&Extras,GBP
6085,9,Scottish Superstores&Extras,GBP
6099,9,Scottish Superstores&Extras,GBP
6100,9,Scottish Superstores&Extras,GBP
6122,9,Scottish Superstores&Extras,GBP
6164,9,Scottish Superstores&Extras,GBP
6193,9,Scottish Superstores&Extras,GBP
6198,9,Scottish Superstores&Extras,GBP
6237,9,Scottish Superstores&Extras,GBP
6254,9,Scottish Superstores&Extras,GBP
6273,9,Scottish Superstores&Extras,GBP
6279,9,Scottish Superstores&Extras,GBP
6284,9,Scottish Superstores&Extras,GBP
6285,9,Scottish Superstores&Extras,GBP
6287,9,Scottish Superstores&Extras,GBP
6333,9,Scottish Superstores&Extras,GBP
6383,9,Scottish Superstores&Extras,GBP
6400,9,Scottish Superstores&Extras,GBP
6467,9,Scottish Superstores&Extras,GBP
6505,9,Scottish Superstores&Extras,GBP
6525,9,Scottish Superstores&Extras,GBP
6539,9,Scottish Superstores&Extras,GBP
6572,9,Scottish Superstores&Extras,GBP
6632,9,Scottish Superstores&Extras,GBP
3492,12,ROI National,EUR
3494,12,ROI National,EUR
3500,12,ROI National,EUR
3501,12,ROI National,EUR
3502,12,ROI National,EUR
3503,12,ROI National,EUR
3504,12,ROI National,EUR
3505,12,ROI National,EUR
3506,12,ROI National,EUR
3507,12,ROI National,EUR
3508,12,ROI National,EUR
3510,12,ROI National,EUR
3512,12,ROI National,EUR
3513,12,ROI National,EUR
3514,12,ROI National,EUR
3515,12,ROI National,EUR
3516,12,ROI National,EUR
3517,12,ROI National,EUR
3518,12,ROI National,EUR
3519,12,ROI National,EUR
3521,12,ROI National,EUR
3522,12,ROI National,EUR
3523,12,ROI National,EUR
3524,12,ROI National,EUR
3527,12,ROI National,EUR
3543,12,ROI National,EUR
3548,12,ROI National,EUR
3549,12,ROI National,EUR
3551,12,ROI National,EUR
3552,12,ROI National,EUR
3553,12,ROI National,EUR
3554,12,ROI National,EUR
3557,12,ROI National,EUR
3558,12,ROI National,EUR
3559,12,ROI National,EUR
3560,12,ROI National,EUR
3561,12,ROI National,EUR
3562,12,ROI National,EUR
3564,12,ROI National,EUR
3566,12,ROI National,EUR
3567,12,ROI National,EUR
3569,12,ROI National,EUR
3571,12,ROI National,EUR
3572,12,ROI National,EUR
3573,12,ROI National,EUR
3574,12,ROI National,EUR
3576,12,ROI National,EUR
3577,12,ROI National,EUR
3580,12,ROI National,EUR
3581,12,ROI National,EUR
3583,12,ROI National,EUR
3584,12,ROI National,EUR
3585,12,ROI National,EUR
3587,12,ROI National,EUR
3589,12,ROI National,EUR
3595,12,ROI National,EUR
3596,12,ROI National,EUR
3598,12,ROI National,EUR
3599,12,ROI National,EUR
3635,12,ROI National,EUR
3640,12,ROI National,EUR
3644,12,ROI National,EUR
3665,12,ROI National,EUR
3667,12,ROI National,EUR
3670,12,ROI National,EUR
3674,12,ROI National,EUR
3677,12,ROI National,EUR
3679,12,ROI National,EUR
3681,12,ROI National,EUR
3682,12,ROI National,EUR
3683,12,ROI National,EUR
3684,12,ROI National,EUR
3686,12,ROI National,EUR
3688,12,ROI National,EUR
3689,12,ROI National,EUR
3692,12,ROI National,EUR
3693,12,ROI National,EUR
3694,12,ROI National,EUR
3695,12,ROI National,EUR
4000,12,ROI National,EUR
4001,12,ROI National,EUR
4002,12,ROI National,EUR
4074,12,ROI National,EUR
4093,12,ROI National,EUR
4099,12,ROI National,EUR
4102,12,ROI National,EUR
4103,12,ROI National,EUR
4104,12,ROI National,EUR
4106,12,ROI National,EUR
4108,12,ROI National,EUR
4135,12,ROI National,EUR
4157,12,ROI National,EUR
4158,12,ROI National,EUR
4161,12,ROI National,EUR
4163,12,ROI National,EUR
4189,12,ROI National,EUR
4190,12,ROI National,EUR
4200,12,ROI National,EUR
4201,12,ROI National,EUR
4202,12,ROI National,EUR
4226,12,ROI National,EUR
4241,12,ROI National,EUR
4385,12,ROI National,EUR
5162,12,ROI National,EUR
5237,12,ROI National,EUR
5296,12,ROI National,EUR
5297,12,ROI National,EUR
5298,12,ROI National,EUR
5428,12,ROI National,EUR
5440,12,ROI National,EUR
5490,12,ROI National,EUR
5499,12,ROI National,EUR
5547,12,ROI National,EUR
5548,12,ROI National,EUR
5572,12,ROI National,EUR
5592,12,ROI National,EUR
5610,12,ROI National,EUR
5614,12,ROI National,EUR
5718,12,ROI National,EUR
5741,12,ROI National,EUR
5742,12,ROI National,EUR
5785,12,ROI National,EUR
5790,12,ROI National,EUR
5794,12,ROI National,EUR
5796,12,ROI National,EUR
5797,12,ROI National,EUR
5901,12,ROI National,EUR
5963,12,ROI National,EUR
6010,12,ROI National,EUR
6267,12,ROI National,EUR
6268,12,ROI National,EUR
6272,12,ROI National,EUR
6274,12,ROI National,EUR
6281,12,ROI National,EUR
6309,12,ROI National,EUR
6310,12,ROI National,EUR
6311,12,ROI National,EUR
6387,12,ROI National,EUR
6397,12,ROI National,EUR
6398,12,ROI National,EUR
6454,12,ROI National,EUR
6509,12,ROI National,EUR
6510,12,ROI National,EUR
6800,12,ROI National,EUR
3511,13,ROI Express,EUR
3550,13,ROI Express,EUR
3594,13,ROI Express,EUR
5163,13,ROI Express,EUR
5180,13,ROI Express,EUR
5236,13,ROI Express,EUR
5405,13,ROI Express,EUR
5467,13,ROI Express,EUR
5505,13,ROI Express,EUR
5571,13,ROI Express,EUR
5573,13,ROI Express,EUR
5612,13,ROI Express,EUR
5613,13,ROI Express,EUR
5896,13,ROI Express,EUR
5897,13,ROI Express,EUR
5980,13,ROI Express,EUR
5981,13,ROI Express,EUR
6084,13,ROI Express,EUR
6228,13,ROI Express,EUR
6229,13,ROI Express,EUR
6266,13,ROI Express,EUR
6288,13,ROI Express,EUR
6330,13,ROI Express,EUR
6455,13,ROI Express,EUR
6456,13,ROI Express,EUR
6486,13,ROI Express,EUR
6514,13,ROI Express,EUR
6521,13,ROI Express,EUR
6522,13,ROI Express,EUR
6595,13,ROI Express,EUR
6621,13,ROI Express,EUR
6622,13,ROI Express,EUR
6648,13,ROI Express,EUR
6649,13,ROI Express,EUR
6769,13,ROI Express,EUR
2001,15,Scottish Express stores,GBP
2459,15,Scottish Express stores,GBP
2482,15,Scottish Express stores,GBP
3277,15,Scottish Express stores,GBP
4353,15,Scottish Express stores,GBP
4354,15,Scottish Express stores,GBP
5115,15,Scottish Express stores,GBP
5150,15,Scottish Express stores,GBP
5189,15,Scottish Express stores,GBP
5208,15,Scottish Express stores,GBP
5245,15,Scottish Express stores,GBP
5283,15,Scottish Express stores,GBP
5312,15,Scottish Express stores,GBP
5339,15,Scottish Express stores,GBP
5364,15,Scottish Express stores,GBP
5367,15,Scottish Express stores,GBP
5396,15,Scottish Express stores,GBP
5411,15,Scottish Express stores,GBP
5413,15,Scottish Express stores,GBP
5419,15,Scottish Express stores,GBP
5423,15,Scottish Express stores,GBP
5452,15,Scottish Express stores,GBP
5480,15,Scottish Express stores,GBP
5484,15,Scottish Express stores,GBP
5485,15,Scottish Express stores,GBP
5512,15,Scottish Express stores,GBP
5536,15,Scottish Express stores,GBP
5576,15,Scottish Express stores,GBP
5579,15,Scottish Express stores,GBP
5580,15,Scottish Express stores,GBP
5630,15,Scottish Express stores,GBP
5636,15,Scottish Express stores,GBP
5637,15,Scottish Express stores,GBP
5639,15,Scottish Express stores,GBP
5668,15,Scottish Express stores,GBP
5669,15,Scottish Express stores,GBP
5670,15,Scottish Express stores,GBP
5677,15,Scottish Express stores,GBP
5684,15,Scottish Express stores,GBP
5689,15,Scottish Express stores,GBP
5698,15,Scottish Express stores,GBP
5713,15,Scottish Express stores,GBP
5720,15,Scottish Express stores,GBP
5721,15,Scottish Express stores,GBP
5722,15,Scottish Express stores,GBP
5799,15,Scottish Express stores,GBP
5900,15,Scottish Express stores,GBP
5959,15,Scottish Express stores,GBP
5960,15,Scottish Express stores,GBP
5993,15,Scottish Express stores,GBP
6049,15,Scottish Express stores,GBP
6050,15,Scottish Express stores,GBP
6055,15,Scottish Express stores,GBP
6064,15,Scottish Express stores,GBP
6081,15,Scottish Express stores,GBP
6145,15,Scottish Express stores,GBP
6149,15,Scottish Express stores,GBP
6151,15,Scottish Express stores,GBP
6157,15,Scottish Express stores,GBP
6158,15,Scottish Express stores,GBP
6169,15,Scottish Express stores,GBP
6171,15,Scottish Express stores,GBP
6183,15,Scottish Express stores,GBP
6203,15,Scottish Express stores,GBP
6221,15,Scottish Express stores,GBP
6257,15,Scottish Express stores,GBP
6345,15,Scottish Express stores,GBP
6353,15,Scottish Express stores,GBP
6362,15,Scottish Express stores,GBP
6381,15,Scottish Express stores,GBP
6382,15,Scottish Express stores,GBP
6391,15,Scottish Express stores,GBP
6423,15,Scottish Express stores,GBP
6425,15,Scottish Express stores,GBP
6491,15,Scottish Express stores,GBP
6494,15,Scottish Express stores,GBP
6535,15,Scottish Express stores,GBP
6550,15,Scottish Express stores,GBP
6551,15,Scottish Express stores,GBP
6557,15,Scottish Express stores,GBP
6651,15,Scottish Express stores,GBP
6658,15,Scottish Express stores,GBP
6708,15,Scottish Express stores,GBP
6731,15,Scottish Express stores,GBP
6755,15,Scottish Express stores,GBP
6759,15,Scottish Express stores,GBP
6849,15,Scottish Express stores,GBP
